creator_id,Company_Flag,MultipleName_Flag,PoorName_Flag,MultiCampaigns
310198237,0,0,0,0
990994669,0,1,0,0
1990117806,0,1,0,0
31273597,1,0,0,0
1873655021,0,1,0,0
846511652,0,1,0,0
1540808034,0,1,0,0
702615617,0,1,0,0
428267893,1,0,0,0
210932590,0,0,0,0
944640440,1,0,0,0
835111372,1,0,0,0
142280829,0,1,0,0
1975490684,0,1,0,0
23155829,0,0,0,0
595853907,0,1,0,0
423644264,1,0,0,0
2047450536,1,0,0,0
317007170,0,1,0,0
78100912,0,1,0,0
1604363145,0,0,0,0
813295616,1,0,0,0
1865217699,0,0,0,0
491103693,0,1,0,0
184490207,0,1,0,0
640120653,0,1,0,0
296179503,0,0,0,0
1302746742,0,0,0,0
140492255,0,1,0,0
1285818860,0,0,0,0
1606974903,1,0,0,0
1905843290,1,0,0,0
2120005327,0,1,0,0
246208991,0,0,0,0
595966200,0,1,0,0
919328325,1,0,0,0
986322769,0,0,0,0
1986219362,1,0,0,0
344155917,0,1,0,0
901620696,1,0,0,0
1245891507,1,0,0,0
683339088,0,1,0,0
2047664948,0,0,0,0
699597560,0,1,0,0
413196790,0,1,0,0
1749077416,1,0,0,0
1754309443,0,1,0,0
1509385107,0,0,0,0
1929686613,0,0,0,0
2137448861,0,1,0,0
1710055549,0,1,0,0
1579904109,0,1,1,2
1385841032,1,0,0,0
1075375801,0,0,0,0
339603800,0,1,0,0
192919128,0,0,0,0
1667649189,1,0,0,0
432999507,0,1,0,0
975656242,0,1,0,0
2125059549,1,0,0,2
896623925,1,0,0,0
1473132493,1,0,0,0
1483940102,0,1,0,0
1939407042,1,0,0,0
704468754,0,1,0,0
907956764,0,0,0,2
1314096745,0,1,0,2
1611356592,0,1,0,0
1200063377,0,1,0,0
585671585,0,1,0,0
1576252477,0,1,0,0
315458956,0,1,0,0
662403304,1,0,0,0
1660125404,0,0,0,0
775638991,1,0,0,0
1091850869,0,1,0,0
2107309041,1,0,0,0
1426989059,0,1,0,0
2117018401,1,0,0,0
1746450443,0,1,0,0
137632060,1,0,0,0
620660310,0,0,0,0
430201846,0,1,0,0
2105954901,0,1,0,0
25224683,0,1,0,0
681890174,0,1,0,0
1972320011,0,1,0,0
1054068551,0,1,0,0
232709879,0,1,0,0
1047067534,1,0,0,0
1159449490,0,1,0,0
1392396189,1,0,0,0
96564226,0,1,0,0
1554074090,1,0,0,0
1180456296,0,1,0,0
817811422,1,0,0,0
286871567,1,0,0,0
1268833282,0,0,0,0
462013313,1,0,0,0
124689497,1,0,0,0
1589283306,0,1,0,0
1322094705,0,1,0,0
645449175,0,1,0,0
1571122517,1,0,0,0
558452768,0,1,0,0
458307660,1,0,0,0
1787421735,0,1,0,2
664012225,0,0,0,0
1850069277,0,1,0,0
1532521280,1,0,0,0
1599869513,1,0,0,0
667304397,0,1,0,0
2130878600,1,0,0,0
782483859,0,0,0,0
148955951,0,0,0,0
1611051658,0,1,0,0
1416722193,1,0,0,0
2003871209,0,1,1,0
1394836514,1,0,0,0
44123172,1,0,0,0
1316167202,0,1,0,0
1180800924,0,1,0,0
1064425006,0,1,0,0
1103444639,0,1,0,0
735548257,1,0,0,0
17392408,0,1,0,0
388262625,1,0,0,0
2131736212,1,0,0,0
2007880863,1,0,0,0
1815576527,0,1,0,0
1704706557,0,1,0,2
1255697865,0,0,0,0
1076264906,0,1,0,0
804506753,1,0,0,0
1992695780,0,1,0,0
2045648038,0,1,0,0
1153072920,0,0,0,0
756645777,0,1,0,0
1625993441,0,1,0,0
1633313892,0,1,0,2
2110748921,1,0,0,0
1645013666,0,0,0,0
532745214,1,0,0,0
703588216,0,1,0,0
1939494280,0,1,0,0
1981494648,1,0,0,0
1836002391,0,1,0,0
440277,0,0,0,0
1226533080,1,0,0,0
1575970207,1,0,0,0
185610358,1,0,0,0
2112075052,0,1,0,0
1222096082,0,1,0,2
1008543506,1,0,0,0
1716151861,0,0,0,0
561026524,0,1,0,0
1242099023,0,1,0,0
2130977955,0,1,0,0
1614041833,0,1,0,0
71235612,0,1,0,0
1024880309,0,0,0,0
704828722,0,1,0,0
1928943044,0,1,0,0
1769874458,0,1,0,0
583315208,0,1,0,0
48955335,0,1,0,2
1535762480,0,1,0,0
732834777,0,0,0,0
1024407403,1,0,0,0
1237455904,0,0,0,0
15652014,1,0,0,0
1207868149,0,1,0,0
1740576157,0,1,0,0
62558170,0,0,0,0
690428351,0,1,0,0
928111424,0,1,0,0
100404000,1,0,0,0
1333592001,0,1,0,0
1890498016,0,0,0,0
425195739,1,0,0,0
1118017763,0,1,0,2
723798003,0,1,0,0
1922263868,0,1,0,0
1989533153,1,0,0,0
993469623,1,0,0,0
1636265688,0,1,0,0
803977747,0,0,0,0
2116766832,0,1,0,0
804881135,0,1,0,0
1369791552,0,1,0,0
455127521,0,1,0,0
1309488608,0,1,0,0
543122229,1,0,0,0
1366902958,1,0,0,0
1312101648,0,1,0,0
1277690807,0,1,0,0
231332287,0,1,0,0
544502775,0,1,0,0
163052631,0,1,0,0
370014347,0,1,0,0
1341522802,0,1,0,0
993044009,1,0,0,0
1224435831,1,0,0,0
1125713666,1,0,0,0
756513245,1,0,0,0
1815196761,1,0,0,0
1243798631,0,1,0,0
340388718,1,0,0,0
70576849,1,0,0,0
1688937166,1,0,0,0
1910846425,1,0,0,0
1535151127,0,1,0,0
201028429,0,1,0,0
1376238881,0,0,0,0
2088199241,0,1,0,0
9275010,0,1,0,0
1048697752,1,0,0,0
639565594,0,1,0,0
1383157203,0,1,0,0
1301145370,0,1,0,0
1928810045,1,0,0,0
1668697155,0,1,0,0
534694569,1,0,0,0
2062220972,0,1,0,0
673073090,0,1,0,0
1300487035,0,0,0,0
600648851,0,0,0,0
1962100956,0,1,0,0
507669971,0,1,0,0
1977860887,1,0,0,0
1177491332,1,0,0,0
173741804,1,0,0,0
1754040897,0,0,0,0
951897038,1,0,0,0
64883871,0,1,0,0
521373559,0,1,0,0
1913021829,1,0,0,0
1694930916,1,0,0,0
260847652,1,0,0,0
438065082,0,1,0,0
1656801345,1,0,0,0
1480255674,0,0,0,0
1316385436,0,1,0,0
161302347,1,0,0,0
1231340400,0,1,0,0
1039580300,1,0,0,0
1441645540,0,1,0,0
1714668277,0,1,0,0
711921138,1,0,0,0
393409042,0,1,0,0
1915255599,0,1,0,0
462297037,0,1,0,0
585680117,0,1,0,0
360401286,1,0,0,0
806239488,1,0,0,0
159059998,0,1,0,0
1038554387,0,0,0,0
491360428,0,1,0,0
2081047955,1,0,0,0
817254238,0,0,0,0
1403146590,0,1,0,0
1598290560,0,1,0,0
736773353,0,0,0,0
1882911389,0,1,0,0
470304262,1,0,0,0
1836739321,0,1,0,0
1580344323,1,0,0,0
1689440187,0,1,0,0
1889631961,0,0,0,0
1283944830,0,1,0,0
398883345,1,0,0,0
469827997,0,1,0,0
1253488541,0,1,0,0
1520972504,0,1,0,0
98685806,0,0,0,0
729105851,0,0,0,0
243174222,0,1,0,0
410193557,1,0,0,0
538104635,0,0,0,0
1020216452,1,0,0,0
773611644,0,0,0,0
983549908,0,0,0,0
1709264018,0,1,0,0
1696187122,0,1,0,0
1733107607,0,1,0,0
263025908,1,0,0,0
1810101860,0,0,0,0
826083806,1,0,0,0
1467127563,0,1,0,0
2086416348,1,0,0,0
698718196,1,0,0,0
1160462254,0,0,0,0
1055148751,1,0,0,0
1380212457,1,0,0,0
1587507436,0,0,0,0
1370192097,0,1,0,0
1944273951,1,0,0,0
1698773346,1,0,0,0
892786398,1,0,0,0
355932838,0,0,0,0
79579425,0,0,0,0
613680707,0,1,0,0
1848741771,0,1,0,2
2025217160,0,0,0,0
1274656881,0,1,0,0
1263763315,0,1,0,0
1238767551,0,0,0,0
208902536,1,0,0,0
207734345,0,0,0,0
1409430337,0,1,0,0
739488132,0,1,0,0
1034423012,0,1,0,0
1443363750,1,0,0,0
6963410,1,0,0,0
350517551,0,0,0,0
1084407356,1,0,0,0
1738405243,0,1,0,0
1337486472,0,1,0,0
2121162811,0,0,0,0
1372234530,0,1,0,0
1746725145,0,0,0,0
1619528473,0,1,0,0
1667165258,0,1,0,0
1973308113,0,1,0,2
217570982,0,1,0,0
1287336114,1,0,0,0
2123378740,0,1,0,0
1875647289,1,0,0,0
825575284,0,1,0,0
478997972,1,0,0,0
673124979,0,0,0,0
1045145576,0,1,0,0
1124863365,0,1,0,0
294969607,0,1,0,0
1726640017,0,1,0,0
396787499,0,1,0,0
396974530,0,1,0,0
227461008,1,0,0,0
273374848,0,0,0,0
1602588405,1,0,0,0
1925027434,0,1,0,2
1790207234,1,0,0,0
2141776417,1,0,0,0
2062234841,1,0,0,0
1628340727,0,1,0,0
1319366180,0,1,0,0
1815672496,1,0,0,0
2092715608,0,1,0,0
718377667,0,1,0,0
821264991,0,1,0,0
376659305,0,1,0,0
1686226044,0,0,0,0
1378959639,0,1,0,0
1975787193,0,1,0,0
30927461,0,1,0,0
110757080,0,1,0,0
699185728,0,1,1,2
531909359,1,0,0,0
1722255993,0,1,0,0
1077338466,1,0,0,2
620001568,0,1,0,0
1396021783,1,0,0,0
267810571,0,1,0,2
760624761,1,0,0,0
935862163,0,0,0,0
410598173,1,0,0,0
2031895775,1,0,0,0
1824608940,0,0,0,0
1368555524,0,1,0,0
690225478,0,0,0,0
728088402,0,1,0,0
1609174685,1,0,0,0
361953386,0,0,0,0
669855632,1,0,0,0
1185927498,0,1,0,0
1362678279,1,0,0,0
1798573576,1,0,0,0
1437305354,0,1,0,0
332999904,0,1,0,0
641259554,0,0,0,0
1226852471,0,1,0,0
1996400671,0,1,0,0
358400405,0,1,0,0
1305520802,0,1,0,0
8760353,1,0,0,0
456078840,0,0,0,0
107172553,0,1,0,0
1561773873,0,1,0,0
274145596,0,1,0,0
2012176361,1,0,0,0
922407094,1,0,0,0
773649106,0,1,0,0
159079800,0,0,0,0
1573134515,0,1,0,0
1906542481,1,0,0,0
356382843,1,0,0,0
2055382896,0,0,0,0
867520290,1,0,0,0
541549827,1,0,0,0
1336310480,1,0,0,0
757071280,0,1,0,0
1547604553,0,0,0,0
1163974487,0,1,0,0
1004444231,1,0,0,0
1821851006,0,1,0,0
1270385595,0,0,0,0
1394531329,0,1,0,0
586161049,1,0,0,0
2001363001,1,0,0,0
645417568,0,1,0,0
297708439,1,0,0,0
97184495,1,0,0,0
1836420505,0,1,0,0
506311021,0,1,0,0
21605286,0,0,0,0
432416678,0,1,0,0
1411349329,0,1,0,0
1633571555,0,1,0,0
893157557,0,1,0,0
865368844,0,1,0,0
304068473,1,0,0,0
246410818,0,0,0,3
874883570,1,0,0,0
465860025,0,1,0,0
835636380,0,1,0,0
553511033,0,0,0,0
1543917958,0,1,0,0
225649925,1,0,0,0
889922645,0,1,0,0
1880614492,0,1,0,0
712462162,0,1,0,0
1648318795,0,1,0,0
1628762234,0,1,0,0
6043767,1,0,0,0
1417522762,0,1,0,0
1065983707,0,1,0,2
1193092805,1,0,0,0
1742874485,0,1,0,0
1967857464,1,0,0,0
1197766566,1,0,0,2
1468150350,1,0,0,0
1686408365,1,0,0,0
88044276,0,0,0,2
1132986676,0,1,0,0
444542147,1,0,0,0
1424716448,0,1,0,0
2047880959,0,0,0,0
380407676,0,1,0,0
427388810,0,1,0,0
1939779057,0,0,0,2
32576812,0,1,0,0
1899457216,0,1,0,3
1794114781,0,0,0,0
125076870,0,0,0,0
2005576495,1,0,0,0
810313548,1,0,0,0
192640657,0,1,0,0
331102819,0,1,0,0
2106037676,0,1,0,0
921444850,1,0,0,0
1171637837,0,0,0,0
1293810530,0,1,0,0
1269487608,0,0,0,0
182708182,0,1,0,0
1593966071,0,0,0,0
965656171,1,0,0,0
837652507,0,0,0,0
816262219,1,0,0,0
1272802740,0,0,0,0
803843190,0,1,0,0
648287415,1,0,0,0
2123058724,0,1,0,0
240075738,0,0,0,0
2005609979,0,1,0,0
1013079214,0,0,0,0
324092570,1,0,0,0
623767440,0,1,0,0
922969891,0,1,0,0
1329220984,1,0,0,0
750175022,0,1,0,0
2031771482,0,1,0,0
2124873278,0,1,0,0
310856312,1,0,0,0
673212907,1,0,0,0
1078333633,1,0,0,0
418381145,0,1,0,0
1418626999,0,0,0,0
1850037986,0,1,0,0
769360426,0,1,0,0
421783915,0,1,0,0
138843076,0,0,0,0
1772203542,0,1,0,0
1599174165,1,0,0,0
1830628058,1,0,0,4
590921406,0,1,0,0
174677025,0,1,0,0
44688306,1,0,0,0
1607206510,0,1,0,0
1135252897,0,1,0,0
722129475,1,0,0,0
1443074603,0,0,0,0
466878488,1,0,0,0
352917279,0,0,0,0
222378941,0,1,0,0
452406710,1,0,0,0
1096235045,0,1,0,0
2077741166,0,1,0,0
387649267,1,0,0,0
1342768999,1,0,0,2
1433409878,1,0,0,0
2093152267,0,1,0,2
1866482158,1,0,0,0
1295043798,0,1,0,0
247861133,0,1,0,0
1569945514,1,0,0,0
751125017,0,1,0,0
358485981,1,0,0,0
37002837,1,0,0,0
74357710,0,0,0,0
192328324,0,1,0,0
2053448261,1,0,0,0
994877241,1,0,0,0
1149980357,0,1,0,0
115079626,0,0,0,0
349968849,0,1,0,0
323396065,0,1,0,0
1332832672,1,0,0,0
2099507358,0,1,0,0
1593462515,0,1,0,0
829451849,0,1,0,0
1812659781,0,0,0,0
2070556083,1,0,0,0
2469950,1,0,0,0
63518568,1,0,0,0
1709556203,1,0,0,0
1879416944,0,0,0,0
1170553433,0,0,0,0
684490728,0,0,0,0
1513390321,0,1,0,0
1572524517,0,0,0,0
1255871638,0,0,0,0
203512749,0,1,0,0
1002280205,0,1,0,0
1572236637,0,1,0,0
1492583301,0,1,0,0
378628096,0,1,0,0
588318042,0,1,0,2
1447260308,0,0,0,0
1225842462,0,1,0,0
309950549,0,1,0,0
1593615545,0,1,0,0
487950656,1,0,0,0
157612044,0,1,0,0
391239366,1,0,0,0
2020351862,0,1,0,0
1123863373,0,0,0,0
987181259,0,1,0,0
796263979,0,1,0,0
605929128,0,1,0,0
1933474563,0,1,0,0
703378611,1,0,0,0
688934939,0,0,0,0
856221899,0,1,0,0
1497227157,0,1,0,0
9590994,0,1,0,0
483423012,1,0,0,0
1284032888,0,0,0,0
1270993558,0,1,0,0
32180157,0,0,0,0
1576305696,0,0,0,0
958653771,0,0,0,0
1423557416,0,0,0,2
1076602034,1,0,0,0
232700877,0,1,0,0
1161627105,0,0,0,0
696497044,1,0,0,0
839448200,0,1,0,0
85053005,1,0,0,0
1170452732,0,0,0,0
85808410,0,1,0,0
1023349766,0,0,0,0
346180636,1,0,0,0
1625513217,0,1,0,0
725192581,0,1,0,0
1485943134,0,1,0,0
1197684459,0,1,0,0
409030043,1,0,0,0
1553324800,0,1,0,0
251414413,0,1,0,0
549531126,0,1,0,0
1382769667,0,1,0,0
1639794359,0,1,0,0
225736401,0,0,0,0
887633982,0,0,0,0
891631540,0,1,0,0
1848834266,0,1,0,0
940873729,0,0,0,0
1289237785,0,1,0,0
739831580,0,1,0,0
1579510215,1,0,0,0
1198527709,0,1,0,0
1560119603,1,0,0,0
290716935,0,1,0,0
1657953493,0,1,0,0
150536588,0,0,0,0
1307790130,0,0,0,0
1908192000,1,0,0,0
1311922354,0,1,0,0
857391215,0,1,0,0
1269731382,0,1,0,0
1311831077,1,0,0,3
1702360753,0,1,0,0
1993834342,0,0,0,0
499331008,1,0,0,0
2028091181,0,1,0,0
1262953102,0,1,0,0
1844540430,1,0,0,0
717367355,1,0,0,0
1289633555,0,0,0,0
498289279,0,1,0,0
895964375,0,0,0,0
280481360,1,0,0,0
289346553,1,0,0,2
2045333476,0,1,0,0
447147529,1,0,0,0
2133643150,1,0,0,0
1257595261,1,0,0,0
1809098181,0,1,0,0
379685712,0,1,0,0
1762787110,1,0,0,2
418494999,1,0,0,0
1401560339,1,0,0,0
1539092945,1,0,0,0
1221909406,1,0,0,0
667413212,0,0,0,0
1319953232,0,0,0,0
186837350,1,0,0,0
572416334,1,0,0,2
1591095655,1,0,0,0
27682313,1,0,0,0
604842306,0,0,0,2
206828832,1,0,0,0
214447437,1,0,0,0
1894044541,1,0,0,0
497057119,0,1,0,6
1188132751,0,0,0,0
118820411,0,1,0,0
1238169806,0,1,0,0
484329899,0,1,0,0
1153380130,0,1,0,0
2068032859,1,0,0,0
758610575,1,0,0,0
1284068399,0,0,0,2
1952376328,0,0,0,0
2108008857,0,1,0,0
404271837,1,0,0,0
352851381,1,0,0,0
244524411,0,1,0,0
1076207974,1,0,0,0
2051265377,0,1,0,0
114873582,0,1,0,0
301115573,0,1,0,0
1633147741,0,1,0,0
2034825242,0,0,0,0
2117515382,1,0,0,0
307891430,1,0,0,0
1578311415,1,0,0,0
2104734508,1,0,0,0
2142871979,0,0,0,0
2062468499,0,1,0,0
321109934,0,1,0,0
998990226,1,0,0,0
927203546,1,0,0,2
264425913,0,0,0,0
85525271,0,1,0,0
1080773329,0,0,0,0
253200815,0,0,0,0
937011429,0,1,0,0
1137339450,1,0,0,2
492911301,0,1,0,0
620507592,0,1,0,0
1638361324,0,1,0,0
1441284823,0,1,0,0
1854116982,1,0,0,0
1041346168,0,0,0,0
906526860,1,0,0,0
1157327609,0,0,0,2
734552090,0,1,0,0
201608993,1,0,0,3
1465099319,0,1,0,2
828852215,0,1,0,0
902660413,0,1,0,0
1594832038,1,0,0,0
1518074081,0,0,0,0
1553782038,0,1,0,0
460965550,0,0,0,0
1277090294,0,1,0,0
148675608,1,0,0,0
1435541211,0,1,0,0
2080900432,1,0,0,0
174611128,0,0,0,0
1636259712,0,1,0,0
371285242,1,0,1,0
399541747,0,1,0,0
2136537678,0,1,0,0
914533553,1,0,0,0
1521829345,0,1,0,0
596248370,0,1,0,0
631784806,0,0,0,0
1825664005,0,1,0,0
1363353936,0,1,0,0
1599769537,1,0,1,0
470746360,0,1,0,0
2032055368,0,0,0,0
332816120,0,0,0,0
1455616350,0,0,0,0
145528426,1,0,0,0
1785960979,1,0,0,0
1000225294,0,0,0,0
829962729,0,1,0,0
2145516450,0,1,0,0
1102066435,0,0,0,0
120776119,0,0,0,0
1493061261,0,1,0,0
1104274714,1,0,0,0
966047815,1,0,0,2
1428108230,0,1,0,0
1052515863,0,0,0,0
1203487035,0,0,0,0
55097441,1,0,0,0
386996820,0,0,0,0
330041840,0,0,0,0
1644893082,0,1,0,0
1621331204,1,0,0,0
2091163243,1,0,0,0
1826261675,1,0,0,0
789432759,0,1,0,0
198686882,1,0,0,0
1602117668,0,0,0,0
352525077,1,0,0,0
608101946,1,0,0,0
1295965216,0,1,0,0
1854491655,0,1,0,0
1173922703,0,1,0,0
163944492,0,0,0,0
1847352750,0,1,0,0
208239308,0,1,0,0
1964463742,1,0,0,0
688529319,1,0,0,0
1752753970,1,0,0,0
436999110,1,0,0,0
477581634,0,1,0,0
210975151,0,1,0,0
1088595489,0,1,0,0
1622775028,0,1,0,0
1898603480,0,0,0,0
1640248123,1,0,0,0
68630062,0,1,0,0
292595536,1,0,0,0
1856015320,0,0,0,0
121493839,0,1,0,0
1501767406,0,1,0,0
692015537,0,1,0,0
1901211445,0,1,0,0
1323826361,0,1,0,0
282321614,0,1,0,0
168561743,1,0,0,0
1987901772,0,0,0,0
1236737742,0,0,0,0
534801444,0,1,0,0
778749677,1,0,0,0
161205195,0,1,0,0
641718488,1,0,0,0
1194862319,0,1,0,0
573142649,0,0,0,0
1831253656,0,0,0,0
867010291,0,1,0,0
1778657097,0,1,0,0
1375359480,0,1,0,0
1093001909,1,0,0,0
768407112,0,1,0,0
1582571627,1,0,0,0
1097022379,0,0,0,0
378050084,1,0,0,0
1986725461,0,0,0,0
1303733271,0,1,0,0
593434943,1,0,0,0
1653586173,0,0,0,0
869339467,1,0,0,0
2016041771,0,0,0,0
2017387742,1,0,0,0
1587003731,0,0,0,0
315860211,0,0,0,0
211468538,1,0,0,0
1141702920,0,0,0,0
1028637333,1,0,0,2
1188379853,0,0,0,0
1536640470,1,0,0,2
519551399,0,0,0,0
983949817,1,0,0,0
1087409954,1,0,0,0
190358142,1,0,0,0
581931380,0,1,0,0
1253206307,0,1,0,0
1872129499,0,0,0,0
834520644,0,0,0,0
423320752,0,0,0,0
429749197,1,0,0,0
229973091,0,0,0,2
229711970,0,1,0,0
333944431,1,0,0,0
733714762,0,1,0,0
488832867,0,0,0,0
92732373,0,1,0,0
180723364,1,0,0,0
1949537745,1,0,0,0
1944840778,1,0,0,0
1603943388,1,0,0,0
1975849557,0,0,0,0
1943287352,1,0,0,0
1410893208,1,0,0,0
732633739,1,0,0,0
25663724,1,0,0,0
1266444083,1,0,0,0
1248532849,0,0,0,0
1295580533,0,0,0,0
259522198,1,0,0,0
347679819,1,0,0,0
2046492552,1,0,0,0
1663021075,1,0,0,0
1246609657,0,1,0,0
1473965863,1,0,0,0
1265375819,1,0,0,2
2050671267,0,1,0,0
489879189,1,0,0,0
1359200037,1,0,0,0
785186158,1,0,0,0
1691639619,0,0,0,0
2025503943,1,0,0,0
2020339112,1,0,0,0
1478681040,1,0,0,0
869880163,0,0,0,2
13782205,0,1,0,0
387305874,1,0,0,0
906232919,0,1,0,0
312073924,0,1,0,0
1792910365,0,0,0,0
2050855346,1,0,0,0
2028719359,1,0,0,0
1657423963,0,1,0,0
1378418410,0,0,1,0
67952532,1,0,0,0
2082822244,1,0,0,0
1443832821,1,0,0,0
913542837,0,0,0,0
1597830678,1,0,0,0
919586016,1,0,0,0
407165233,0,1,0,0
1939006572,0,0,0,0
1417461025,0,1,0,0
512794383,1,0,0,0
51377305,0,1,0,0
411383239,0,1,0,0
987739774,0,1,0,0
1653236781,1,0,0,0
1566592555,0,1,0,0
191493078,0,1,0,0
1237365872,1,0,0,0
